Book_ID	Filename	Language	Title
189	14.tex		Gender encoding on hybrid nouns in Bosnian  Croatian  Serbian:   Experimental evidence from ellipsis
189	15.tex		Extract to unravel: Left branch extraction in Romanian/Serbian code-switching
189	16.tex		Unifying structural and lexical case assignment in Dependent Case Theory
189	17.tex		Transitivity Requirement revisited: Evidence from first language acquisition
189	18.tex	Russian	Number agreement mismatches in Russian numeral phrases
189	19.tex	Russian	Russian case inflection: Processing costs and benefits
189	20.tex	Russian	A puzzle about adverbials in simultaneous readings of present and past-under-past in Russian
189	21.tex	Polish	How factive is the perfective?   On the interaction between perfectivity and factivity in Polish
190	01.tex		Change Title in chapters/01.tex
190	02.tex		Title
190	03.tex	Kainji	Nominal affixing in the Kainji languages of northwestern and central Nigeria
190	good.tex		East Benue-Congo noun classes, with a focus on morphological behavior
190	grassfields.tex		Third person pronouns in Grassfields Bantu
190	kainji.tex	Kainji	Nominal affixing in the Kainji languages of northwestern and central Nigeria
190	nasal.tex		More reflections on the nasal classes in Bantu
190	nomaffplat.tex		Nominal affixes and number marking in the Plateau languages of Central Nigeria 
190	proto.tex		Common Bantoid verb extensions
190	trees.tex		Trees
190	watters.tex		East Benue-Congo
199	commentary1.tex		The Esperantist background of René de Saussure's work
199	commentary2.tex		The morphological theory of René de Saussure's works
199	commentary3.tex		The theory of meaning in René de Saussure's works
201	arka.tex	Sembiran Balinese	Information structure in Sembiran Balinese
201	debusser.tex	Bunun	Referential cohesion in Bunun: A comparison of two genres
201	djenar.tex		Constituent order and information structure in Indonesian discourse
201	himmelmann.tex		Some preliminary observations on prosody and information structure in Austronesian languages of Indonesia and East Timor
201	kaufman.tex		Austronesian predication and the emergence of biclausal clefts in Indonesian languages
201	kratochvil.tex		Stance, categorisation, and information structure in Malay
201	latrouite.tex	Tagalog	The role of information structure for morphosyntactic choices in Tagalog
201	nagaya.tex	Tagalog	Focus and prosody in Tagalog
201	riesberg.tex	Papuan Malay	On the perception of prosodic prominences and boundaries in Papuan Malay
201	riester.tex	Sumbawa	Information structure in Sumbawa: A QUD analysis
201	schnell.tex	Veraa	Attention focus and information packaging in Vera a demonstratives
201	shiohara.tex	Manado Malay	Two definite markers in Manado Malay
201	tsukida.tex	Seediq	Preposed NPs in Seediq
202	angelov.tex		Multiword expressions in multilingual applications within the Grammatical Framework
202	constant.tex		Statistical MWE-aware parsing
202	delhoneux.tex		Investigating the effect of automatic MWE recognition on CCG parsing
202	dyviketal.tex	Norwegian	Multiword expressions in an  LFG  grammar for  N orwegian
202	foufi.tex		Multilingual parsing and  M W E  detection
202	intro.tex		Representation and parsing of multiword expressions
202	jacquet.tex		Cross-lingual linking of multi-word entities and language-dependent learning of multi-word entity patterns
202	lichte.tex		Lexical encoding formats for multi-word expressions: The challenge of ``irregular'' regularities
202	markantonatou.tex		Issues in parsing MWEs in an LFG/XLE framework
202	prefaceEd.tex		Preface
202	semmar.tex		Extracting and aligning multiword expressions from parallel corpora
202	sheinfux.tex		Verbal multiword expressions: Idiomaticity and flexibility
204	AlSaied.tex		A transition-based verbal multiword expression analyzer
204	Barancikova.tex	Czech	Paraphrases of verbal multiword expressions: The case of Czech light verbs and idioms
204	Bhatia.tex		Identifying senses of particles in verb-particle constructions
204	Brooke.tex		Semi-automated resolution of inconsistency for a harmonized multiword-expression and dependency-parse annotation
204	Garcia.tex		Comparing bilingual word embeddings to translation dictionaries for extracting multilingual collocation equivalents
204	Geeraert.tex		``Spilling the bag'' on idiomatic variation
204	Maldonado.tex		Analysis and Insights from the PARSEME Shared Task dataset
204	Moreau.tex		Semantic reranking of CRF label sequences for verbal multiword expression identification
204	Salehi.tex		Exploiting multilingual lexical resources to predict MWE compositionality
204	Savary.tex		PARSEME multilingual corpus of verbal multiword expressions
204	Scholivet.tex		Sequence models and lexical resources for MWE identification in French
204	Simko.tex		Identifying verbal multiword expressions with POS tagging and parsing techniques
204	Taslimipoor.tex		Identification of multiword expressions: A fresh look at modelling and evaluation
204	preface.tex		Preface
209	00.tex		Interpreting and technology:  The upcoming technological turn
209	01.tex		Simultaneous interpretation of numbers and the impact of technological support
209	02.tex		An exploratory study on CAI tools in simultaneous interpreting: Theoretical framework and stimulus validation
209	03.tex		Experimenting with computer-assisted interpreter training tools for the development of self-assessment skills: National Parliament of RSA
209	04.tex		Technologies and role-space: How videoconference interpreting affects the court interpreter’s perception of her role
209	05.tex		Present? Remote? Remotely present! New technological approaches to remote simultaneous conference interpreting
214	01.tex		Visual formalisms in comparative-historical linguistics
214	02.tex		Alternating sounds and the formal franchise in phonology
214	03.tex		On Sapir's notion of form/pattern and its aesthetic background
214	04.tex		Linguistics as a ``special science''. A comparison of Sapir and Fodor
214	05.tex		The impact of Russian formalism on linguistic structuralism
214	06.tex		The resistant embrace of formalism in the work of Émile Benveniste and Aurélien Sauvageot
214	07.tex		Linguistics as a science of structure
214	08.tex		Formalism, grammatical rules, and normativity
214	09.tex		Linguistic form: A political epistemology
214	preface.tex		Preface
215	01.tex		Default person versus default number in agreement
215	02.tex		An asymmetry in backward control: Subject vs. object control
215	03.tex		Long distance agreement in Spanish dialects
215	06.tex		A person split analysis of the progressive forms in Barese
215	07.tex		Suffixaufnahme, oblique case and Agree
215	08.tex		A diagnostic for backward object control in Brazilian Portuguese
215	09.tex		Extraction from DP in French: A minimalist approach
215	10.tex		Null possessives in European Portuguese
215	dummy.tex		Change title in chapters/03.tex
215	intro.tex		Introduction
215	prefaceEd.tex		Change Title in chapters/prefaceEd.tex
216	01Guerin-Aiton.tex		Bridging constructions in typological perspective
216	02Emlen.tex		The poetics of recapitulative linkage in Matsigenka and mixed Matsigenka-  Spanish myth narrations
216	03Sarvasy.tex	Logoori	Short, finite and one-sided bridges in Logoori
216	04Forker-Anker.tex	Tsezic	Bridging constructions in Tsezic languages
216	05Jarkey.tex	White Hmong	Bridging constructions in narrative texts in White Hmong (Hmong-Mien)
216	06Aiton.tex	Eibela	The form and function of bridging constructions in Eibela discourse
216	07Devries.tex	Korowai	Online and offline bridging constructions in Korowai
216	08Guerin.tex	Mavea	Recapitulative linkage in Mavea
216	09Alvanoudi.tex	Greek	Clause repetition as a tying technique in Greek conversation
220	collins.tex		Some language universals are historical accidents
220	cristofaro.tex		Taking diachronic evidence seriously: Result-oriented  vs. source-oriented explanations of typological universals
220	diessel.tex		Preposed adverbial clauses: Functional adaptation and diachronic inheritance
220	dryer.tex		Grammaticalization accounts of word order correlations
220	epilog.tex		Diachronic sources, functional motivations and the nature of the evidence: A synthesis
220	haspelmath.tex		Can cross-linguistic regularities be explained by constraints on change?
220	intro.tex		Introduction
220	levshina.tex		Linguistic  Frankenstein , or  How  to test universal constraints without real languages
220	michaelis.tex		Support from creole languages for functional adaptation in grammar: Dependent and independent possessive  person -forms
220	schmidtkebode.tex		Attractor states and diachronic change in Hawkins’s “Processing Typology”
220	serzant.tex		Weak universal forces: The discriminatory function of case in differential object marking systems
223	01.tex		Introduction
223	02.tex		Canonical, complex, complicated?
223	03.tex		Gender: esoteric or exoteric?
223	04.tex		Why is gender so complex? Some typological considerations
223	05.tex		Niger-Congo ``noun classes'' conflate gender with deriflection
223	06.tex	Uduk	Gender in Uduk
223	07.tex	Walman	Gender in Walman
223	08.tex	Coastal Marind	The gender system of Coastal Marind
223	09.tex		Gender in New Guinea
223	10.tex		Gender typology and gender (in)stability in Hindu Kush Indo-Aryan languages
225	01-Mehweb-socio-Dobrushina.tex	Mehweb	The language and people of Mehweb
225	02-Mehweb-phonology-Moroz.tex	Mehweb	Phonology of Mehweb
225	03-Mehweb-nominal-Chechuro.tex	Mehweb	Nominal morphology of Mehweb
225	04-Verb-Daniel.tex	Mehweb	Mehweb verb morphology
225	05-Mood-of-Mehweb-Dobrushina.tex	Mehweb	Moods of Mehweb
225	06-Causatives-Barylnikova.tex	Mehweb	Periphrastic causative constructions in Mehweb
225	07-Case-and-agreement-Ganenkov.tex	Mehweb	Case and agreement in Mehweb
225	08-Specialized-converbs-Sheyanova.tex		Specialized converbs in Mehweb
225	09-General-converbs-Kustova.tex		General converbs in Mehweb
225	10-Self-pronoun-Kozhukhar.tex		The self-pronoun in Mehweb
225	11-Relative-clause-Lander.tex		Relative clause and resumptive pronouns in Mehweb
225	12-Assertive-Lander.tex		The Mehweb ``assertive'' copula  gʷa : a sketch of a portrait
225	13-Maps-Koryakov.tex		Maps of Mehweb
226	baird.tex	Gurmancema	Variable word-final vowel deletion and reduction in Gurmancema: A maximum entropy model
226	baron.tex	Nafara	DP-internal structure and agreement in Nafara
226	becker.tex	Limbum	Focus in Limbum
226	bochnak.tex	Wolof	Optional past tense in Wolof
226	cahill.tex		Tone, orthographies, and phonological depth in African languages
226	downing.tex		Prosodic restructuring in Somali nominal constructions
226	glewwe.tex		Efik nominal tonal alternations as phrasal morphology
226	grano.tex	Gengbe	Control of logophoric pronouns in Gengbe
226	hyman.tex	Teke	Number and animacy in the Teke noun class system
226	kaspercushman.tex	Kihehe	Universal quantification in the nominal domain in Kihehe
226	letsholo.tex	Ikalanga	Complement clause C-agreement beyond subject phi-agreement in Ikalanga
226	newkirk.tex	Ibibio	Logophoricity in Ibibio
226	takam.tex		Toward a better understanding of speech-language disorders in African countries: The case of speech sound disorders in Cameroon
226	tamba.tex	Sereer-Siin	The Syntax of experiencers in Sereer-Siin
226	traore2.tex	Fròʔò	Syllable structure and loanword adaptation in Fròʔò
227	Borik-Espinal.tex	Russian	Definiteness in Russian bare nominal kinds
227	Cisneros.tex	Cuevas Mixtec	Definiteness in Cuevas Mixtec
227	Despic.tex		On kinds and anaphoricity in languages without definite articles
227	Etxeberria.tex		Definiteness, partitivity, and domain restriction: A fresh look at definite reduplication
227	Hall.tex		Licensing D in classifier languages and ``numeral blocking''
227	Irani.tex	American Sign Language	On (in)definite expressions in American Sign Language
227	LeBruyn.tex		Definiteness across languages and in L2 acquisition
227	Pico.tex	Yokot'an Maya	A nascent definiteness marker in Yokot'an Maya
227	Schwarz.tex		Weak vs.
227	Sereikaite.tex	Lithuanian	Strong vs. weak definites: Evidence from Lithuanian adjectives
227	Williams.tex	English	A morpho-semantic account of weak definites and bare institutional singulars in English
227	de-Sa.tex		Is the weak definite a generic? An experimental investigation
227	prefaceEd.tex		Definiteness across languages : An overview Definiteness across languages: An overview
235	akkus.tex		Anatolian Arabic
235	aljallad.tex		Pre-Islamic Arabic
235	alwer.tex		New-dialect formation: The Amman dialect
235	avram.tex		Arabic pidgins and creoles
235	benkato.tex		Maghrebi Arabic
235	bettega.tex		Modern South Arabian languages
235	calquing.tex		Contact and calquing
235	coghill.tex		Neo-Aramaic
235	cotter.tex		Dialect contact and phonological change
235	danna.tex		Arabic in the diaspora
235	gazsi.tex		Iranian languages
235	heath.tex		Moroccan Arabic
235	hellmuth.tex		Contact and variation in Arabic intonation
235	herin.tex		Northern Domari
235	introduction.tex		Introduction
235	leddy.tex		Contact-induced grammaticalization between Arabic dialects
235	leitner.tex	Khuzestan Arabic	Khuzestan Arabic
235	lucasceplo.tex	Maltese	Maltese
235	matras.tex	Jerusalem Domari	Jerusalem Domari
235	negation.tex		Contact and the expression of negation
235	nolan.tex		Mediterranean Lingua Franca
235	opengin.tex	Kurdish	Kurdish
235	owens.tex	Nigerian Arabic	Nigerian Arabic
235	prochazka.tex		Arabic in Iraq, Syria, and southern Turkey
235	souag.tex		Berber
235	tainecheikh.tex	Ḥassāniyya Arabic	Ḥassāniyya Arabic
235	vanhove.tex	Beja	Beja
235	vanputten.tex		Classical and Modern Standard Arabic
235	vicente.tex		Andalusi Arabic
235	walter.tex	Cypriot Maronite Arabic	Cypriot Maronite Arabic
236	blestel.tex		Entramados lingüísticos e ideológicos a prueba de las prácticas: Español y guaraní en Paraguay
236	guerrero.tex		El  habitus  lingüístico de tres redes indígenas: Otomí, chichimeca y tepehuano del sureste
236	introduction.tex		Español en contacto con lenguas amerindias: nuevas perspectivas
236	klee.tex		Nuevas perspectivas sobre el lenguaje: implicaciones para el estudio del español en contacto con otras lenguas
236	leglise.tex		Marcar o no marcar las fronteras: la variación como recurso lingüístico en las prácticas multilingües
236	lemus.tex		Las prácticas lingüísticas de los hablantes de yukuna en Leticia (Amazonas, Colombia)
236	mick.tex		Los usos de pronombres átonos de actores de la Consulta Previa en el Perú
236	olate.tex		Contacto interétnico y experiencias sociolingüísticas: exploración intergeneracional en bilingües mapuzugun/castellano
236	palacios.tex		Dinamismo y cambio lingüístico: una perspectiva pandialectal de los valores evidenciales de los tiempos de pasado en el área andina
236	preface.tex		Prefacio
236	satti.tex		Multimodalidad y gramática en contacto: prácticas para interrumpir una narración colaborativa en español y en quechua
237	01.tex		Introduction
237	11.tex		The evolving complexity of gender agreement systems
237	12.tex		The feminine anaphoric gender gram, incipient gender marking, maturity, and extracting anaphoric gender markers from parallel texts
237	13.tex		On the distribution and complexity of gender and numeral classifiers
237	14.tex		The dynamics of gender complexity
239	gagne.tex		Production of multiword referential phrases: Inclusion of
239	gianina.tex		Compositionality in English deverbal compounds: The role of the head
239	henneke.tex		Internal constituent variability and semantic transparency in N Prep N constructions in Romance languages
239	libben.tex		What can we learn from novel compounds?
239	pezzele.tex		Do semantic features capture a syntactic classification of compounds? Insights from compositional distributional semantics
239	prefaceEd.tex		Constituents in multiword expressions: What is their role, and why do we care? 
239	springorum.tex		Aiming with → arrows ← at particles: Towards a conceptual analysis of directional meaning components in German particle verbs
252	doron.tex		From a collective to a free choice determiner in Biblical Hebrew
252	prefaceEd.tex		Editors' preface
252	simonenko.tex		Givenness marking in a mixed system: Constituent order vs. determiners
254	01-introduction.tex		Some remarks on agreement within the Minimalist Programme
254	02-zeijlstra.tex		Labeling, selection, and feature checking
254	03-carstens.tex		Concord and labeling
254	04-smith.tex	Ostyak	Object agreement and grammatical functions: A re-evaluation
254	05-kalin.tex		Opacity in agreement
254	06-marusic-nevins.tex		Distributed agreement in participial sandwiched configurations
254	07-van-der-wal.tex		The AWSOM correlation in comparative Bantu object marking
254	08-dalessandro.tex	Ripano	Agreement across the board:  Topic agreement in Ripano
254	09-mursell.save.tex		Long distance agreement and information structure
254	09-mursell.tex		Long distance agreement and information structure
254	10-boerjesson-mueller.tex		Long-distance agreement and locality:  A reprojection approach
254	11-diercks-etal.tex		Agree probes down: Anaphoric feature valuation and phase reference
254	12-mcfadden.tex	Tamil	The morphosyntax of allocutive agreement in Tamil
254	13-sundaresan.tex		Distinct featural classes of anaphor in an enriched person system
258	antonyuk.tex	Russian	The puzzle of Russian ditransitives
258	basilico.tex		When the applicative needs the antipassive
258	cabre.tex		Ways of being a dative across Romance varieties
258	calindro.tex		Ditransitive constructions: What sets Brazilian Portuguese apart from other Romance languages?
258	cepeda.tex		Putting objects in order: Asymmetrical relations in Spanish and Portuguese ditransitives
258	cornilescu.tex		Ditransitive constructions with differentially marked direct objects in Romanian
258	cuervo.tex		Datives as applicatives
258	fabregas.tex		Datives and stativity in psych predicates
258	franco.tex		Aspectual datives (and instrumentals)
258	intro.tex		Dative constructions across languages: An introduction
258	jonsson.tex	Icelandic	Dative objects with novel verbs in Icelandic
258	ledgeway.tex		Microvariation in dative-marking in the Romance and Greek varieties of Southern Italy
258	royo.tex	Catalan	The accusative/dative alternation in Catalan verbs with experiencer object
258	sheehan.tex		The Romance Person Case Constraint is not about clitic clusters
258	tsedryk.tex		The modal side of the dative: From predicative possession to possessive modality
258	wechsler.tex		The lexical underspecification of Bantu causatives and applicatives
259	acquisition.tex		Acquisition
259	complex-predicates.tex		Complex predicates
259	coordination-minimal.tex		Coordination
259	coordination.tex		Coordination
259	morphology.tex		Morphology
260	02.tex		N-words and NPIs: Between syntax, semantics, and experiments
260	03.tex		Whom to oblige?
260	04.tex		Epistemic comparatives and other expressions of speaker's uncertainty
260	05.tex	Czech	Czech modal complement ellipsis from a comparative perspective
261	01_a.tex		Change Title in chapters/01.tex
261	01_bergqvist.tex		Epistemic perspectives: Evidentiality, egophoricity, and engagement
261	02_grzech.tex		Epistemic primacy, Common Ground management, and epistemic perspective
261	03_rumsey.tex		Egophoricity, engagement, and the centring of subjectivity
261	04_lum.tex		An egophoric analysis of Dhivehi verbal morphology
261	05_liljegren.tex	Palula	Emerging epistemic marking in Indo-Aryan Palula
261	06_gonzales-castano.tex	Totoró Namtrik	On the existence of egophoricity across clause types in Totoró Namtrik
261	07_basso.tex	Kalapalo	Interpersonal alignments and epistemic marking in Kalapalo (Southern Cariban, Brazil)
261	08_quartararo.tex		Epistemic uses of the  pretérito pluscuamperfecto  in La Paz Spanish
261	09_widmer.tex		Same same but different: On the relationship between egophoricity and evidentiality
262	BargmannGehrkeRichter.tex		Modification of literal meanings in semantically non-decomposable idioms
262	Beniamine.tex		One lexeme, many classes: Inflection class systems as lattices
262	BonamiWebelhuth.tex	Czech	Periphrasis and morphosyntatic mismatch in Czech
262	Crysmann.tex	Batsbi	Deconstructing exuberant exponence in Batsbi
262	CrysmannSailer.tex		Introduction
262	FaghiriSamvelian.tex	Persian	The issue of “separability” in Persian complex predicates
262	PozHemAb.tex		Subject inversion in French object relatives: What’s your preference?
262	SailerRichter.tex		Negative conjuncts and negative concord across the board
263	baranova.tex	Russian	Recruiting assistance and collaboration in Russian
263	blythe.tex	Murrinhpatha	Recruitments in Murrinhpatha and the preference organization of their possible responses
263	codingscheme.tex		A coding scheme for recruitment sequences in interaction
263	dingemanse.tex		Recruiting assistance and collaboration:  A  West-African corpus study
263	enfield.tex		Recruitments in Lao
263	f.tex		Change title in chapters/03.tex
263	floyd.tex	Cha’palaa	Getting others to do things in the Cha’palaa language of Ecuador
263	intro.tex		Recruitments and pragmatic typology
263	kendrick.tex	English	Recruitment in English: A quantitative study
263	rossi.tex	Italian	The recruitment system in Italian
263	zinken.tex	Polish	Recruiting assistance and collaboration in Polish
268	gudmundson.tex		The mental lexicon of multilingual adult learners of Italian L3: A study of word association behavior and cross-lingual semantic priming
268	introduction.tex		Introduction
268	munoz.tex		Cognate recognition by young multilingual language learners: The role of age and exposure
268	pfenninger.tex		Age meets multilingualism: Influence of starting age on L3 acquisition across different learner populations
268	salaberry.tex		The conceptualisation of knowledge about aspect: From monolingual to multilingual representations
268	sanchez1.tex		Multilingualism from a language acquisition perspective
268	sanchez7.tex		From L2 to L3, verbs getting into place: A study on interlanguage transfer and L2 syntactic proficiency
268	sciutti.tex		The acquisition of clitic pronouns in complex infinitival clauses by German-speaking learners of Italian as an L3: The role of proficiency in target and background language(s)
268	stadt.tex		L1 Dutch vs L2 English and the initial stages of L3 French acquisition
270	01.tex		Introduction
275	01.tex		Drift, finite populations, and language change
275	02.tex		Rethinking complexity
275	03.tex		From macroparameters to microparameters: A Bantu case study
275	04.tex		Comparative syntax: An HPSG perspective
275	06.tex		Some (new) thoughts on grammaticalization: Complementizers
275	07.tex		Little words -- big consequences
275	08.tex		Heads and history
275	09.tex		Micro- and nano-change in the verbal syntax of English
275	10.tex		“Them’s the men that does their work best”: The Northern subject rule revisited
275	11.tex		All those years ago: Preposition stranding in Old English
275	12.tex		From macro to nano: A parametric hierarchy approach to the diatopic and
275	13.tex	Lusoga	In search of prosodic domains in Lusoga
275	14.tex		Apparent violations of the final-over-final constraint
275	15.tex		Revisiting the lack of verbal  wh -words
275	16.tex		Past/passive participles and locality of attachment
275	17.tex		Functional items, lexical information, and telicity
275	18.tex		Categorizing verb-internal modifiers
275	19.tex		Rethinking split intransitivity
275	20.tex		The verbal passive: No unique phrasal idioms
275	21.tex		Rethinking the syntax of nominal predication
275	22.tex		Rethinking principles A and B from a Free Merge perspective
275	23.tex		Beyond one, two, three: Number matters in classifier languages
275	preface.tex		Introduction
276	14.tex		Types of relative pronouns
276	15.tex		Rethinking relatives
276	16.tex		V3 in urban youth varieties of Dutch
276	17.tex		Rethinking passives: The canonical  goal  passive in Dutch and 
276	18.tex		Extraordinary second-position effects
276	19.tex		Person splits in Romance: Implications for parameter theory
276	20.tex	Norwegian	High and low phases in Norwegian nominals: Evidence from ellipsis,
276	21.tex		Rethinking microvariation in Romance demonstrative systems
276	22.tex		Notes on the Merge position of demonstratives
276	24.tex		Rethinking universality
276	25.tex		Reconciling linguistic theories on comparative variation with an evolutionarily plausible language
276	26.tex		Rethinking remerge: Merge, movement and music
276	27.tex		Life without word classes: On a new approach to categorization
276	28.tex		The matrix: Merge and the typology of syntactic categories
276	29.tex		On a difference between English and Greek and its theoretical significance
276	30.tex		Rethinking linearization
276	31.tex		Rethinking the reach of categorical constraints: The final-over-final
276	32.tex		Rethinking restructuring
276	33.tex		Rethinking phrase structure
276	34.tex		Strong and weak  strict cyclicity  in phase theory
276	35.tex		On the coordinate structure constraint and the adjunct condition
276	36.tex		Re-thinking re-categorization: Is  that  really a complementizer?
276	preface.tex		Introduction
277	10.tex		Voice morphology (mis)behaving itself
277	11.tex		Rethinking alignment typology
277	12.tex		Rethinking structural case: Partitive case in Sakha
277	13.tex		Rethinking the nature of nominative case
277	14.tex		Case and agreement in Brazilian Portuguese: Between Bantu and Romance
277	15.tex		Case mismatches and match fixing cases
277	16.tex		Case and agreement in possessive noun phrases in mainly English, Swedish,
277	17.tex		Rethinking (un)agreement
277	18.tex		Inflected intensifiers:  The structure-dependence of parasitic agreement
277	19.tex		Rethinking ``defective goal'': Clitics and noun incorporation
277	20.tex		Rethinking French dative clitics in light of frozen scope effects
277	21.tex		Rethinking the ECP: Subject--object asymmetries as freezing effects
277	22.tex		Rethinking implicit agents: Syntax cares but not always
277	23.tex		Rethinking implicit control
277	24.tex		Rethinking partial control: New evidence from finite control clauses
277	25.tex		Absolutive control and absolute universals
277	26.tex		Parametric variation: The case of Brazilian Portuguese null subjects
277	27.tex		Brazilian Portuguese null objects and Spanish differential object marking
277	preface.tex		Introduction
278	emilsen.tex		L2 acquisition in a rich dialectal environment: Some methodological considerations when SLA meets dialectology
278	gudmestad.tex		On the relationship between epistemology and methodology:   A reanalysis of grammatical gender in additional-language Spanish
278	hilton.tex		Analysing interaction in primary school language classes: Multilevel annotation and analysis with EXMARaLDA
278	intro.tex		Introduction: Reflecting on data interpretation in SLA
278	leclercq.tex		Transcribing interlanguage: The case of verb-final  [ e ]  in L2 French
278	pelissier.tex		Comparing ERPs between native speakers and second language learners: Dealing with individual variability
278	scheuer.tex		Potential pitfalls of interpreting data from English-French tandem conversations
278	watorek.tex		Replication: Measuring the influence of typologically diverse target language properties on input processing at the initial stages of acquisition
279	02.tex		Linguistic Accommodation
279	03.tex		Code-Switching
279	04.tex		Language Shift
279	07.tex		Linguistic Areas
279	prefaceEd.tex		Preface with an editor, abstract and citation footer
280	arsenijevic.tex		Situation relatives
280	docekal.tex	Czech	Czech binominal  každý  `each' Czech binominal  každý  `each'
280	geist.tex		New developments in the semantics of noun phrases in Slavic languages
280	gepner.tex		Demonstratives, possessives, and quantifier expressions
280	jordanoska.tex	Macedonian	The pragmatic effects of Macedonian  li : An empirical study
280	karagjosova.tex	Bulgarian	Mirativity and the Bulgarian evidential system
280	khrizman.tex		From measure predicates to count nouns From measure predicates to count nouns: Complex measure nouns in Russian
280	knyazev.tex		Silent  have  needs revisiting
280	kwapiszewski.tex	Polish	Reference to kinds and subkinds in Polish
280	miyauchi.tex	Russian	Maximal interpretation and definiteness of nominal phrases in Russian
280	muellerreichau.tex		Perfective  dozapisyvat'  -- real or fake?
280	rudin.tex		Multiple determination in Balkan Slavic Demonstratives and definiteness: Multiple determination in Balkan Slavic
280	seres.tex	Russian	Definiteness in the absence of uniqueness: The case of Russian
280	simik.tex		Inherent vs. accidental uniqueness in bare and demonstrative nominals
280	zimmermann.tex		The role of the correlate in clause-embedding
280	zivojinovic.tex	Torlak	Torlak clitic doubling: A cross-linguistic comparison
282	diessel.tex		A typology of demonstrative clause linkers
282	fuchs.tex		Referential shift potential of demonstrative pronouns – Evidence from text continuation
282	johannessen.tex		Psychologically distal demonstratives in Scandinavian are not “discourse new”
282	koenig.tex		Beyond exophoric and endophoric uses: Additional discourse functions of demonstratives
282	nahkola.tex		Space, contrast and joint attention: Demonstrative adverbs in Russian, Estonian and Finnish
282	nikitina.tex		The use of manner demonstratives in discourse: A contrastive study of Wan (Mande) and Kambaata (Cushitic)
282	payne.tex		Pilagá determiners and demonstratives: Discourse use and grammaticalisation
282	prefaceEd.tex		Preface with an editor, abstract and citation footer
282	ridge.tex		Morphosyntactic and functional asymmetries in Vatlongos discourse demonstratives
282	teptiuk.tex		Manner deictics in quotative indexes of Finno-Ugric
283	bisang.tex		(In)definiteness and Vietnamese classifiers
283	borik.tex		Preverbal (in)definites in Russian: An experimental study
283	danziger.tex	Mopan	Referential anchoring without a definite article: The case of Mopan (Mayan)
283	heusinger.tex	Persian	The specificity marker - e  with indefinite noun phrases in Modern Colloquial Persian
283	introduction.tex		Nominal anchoring: Introduction
283	schiattarella.tex	Siwi Berber	Accent on nouns and its reference coding in Siwi Berber (Egypt)
283	skrzypek.tex		Indirect anaphora in a diachronic perspective: The case of Danish and Swedish
284	01_Puddu_Introduction.tex		Introducing reflexive constructions
284	02_Haspelmath_Reflexive_constructions.tex		Comparing reflexive constructions 
284	03_Hantgan_Bangime.tex	Bangime	Reflexive constructions in Bangime
284	04_Abdoulaye_Hausa.tex	Hausa	Reflexive constructions in Hausa
284	05_Creissels_JoolaFooni.tex	Jóola Fóoñi	Reflexive Constructions in Jóola Fóoñi
284	06_Treis_Kambaata.tex	Kambaata	Reflexive constructions in Kambaata
284	07_Witzlack_Luganda.tex	Luganda	Reflexive constructions in Luganda
284	08_Khachaturyan_Mano.tex	Mano	Reflexive constructions in Mano
284	09_Arkadiev_Abaza.tex	Abaza	Reflexive constructions in Abaza
284	10_Volkova_KazymKhant.tex	Kazym Khanty	Reflexivity in Kazym Khanty
284	11_Janic_Polish.tex	Polish	Reflexive constructions in Polish
284	12_Lahaussois_Thulung.tex	Thulung	Reflexive constructions in Thulung
284	13_Orqueda_EarlyVedic.tex	Early Vedic	Reflexive constructions in Early Vedic
284	14_Brooks_Chini.tex	Chini	Reflexive and Middle Constructions in Chini
284	15_Doehler_Komnzo.tex	Komnzo	The middle template and other ways of expressing coreference in Komnzo
284	16_Sarvasy_Nungon.tex	Nungon	Reflexive constructions in Nungon
284	17_Brown_Walman.tex	Walman	Reflexive constructions in Walman
284	18_Payne_Waray.tex	Waray	Reflexive constructions in Waray
284	19_VanEgmond_Anindilyakwa.tex	Anindilyakwa	The reflexive voice construction in Anindilyakwa
284	20_SchultzeBerndt_Jaminjung.tex	Jaminjung	The reflexive construction in Jaminjung/Ngaliwurru
284	21_Gaby_KuukThayorre.tex	Kuuk Thayorre	Reflexive constructions in  Kuuk Thayorre
284	22_Laughren_Warlpiri.tex	Warlpiri	Reflexive constructions in Warlpiri
284	23_Campbell_ZenzontepecChatino.tex	Chatino	Coreference constructions in Zenzontepec Chatino
284	24_Helmbrecht_Hoocak.tex	Hoocąk	Reflexive constructions in Hoocąk
284	25_Michelson_Oneida.tex	Oneida	Reflexive prefixes in Oneida
284	26_Guerrero_Yaqui.tex	Yaqui	Reflexive constructions in Yaqui
284	27_Overall_Aguaruna.tex	Aguaruna	Reflexive and reciprocal in Aguaruna
284	28_Zariquey_Kakataibo.tex	Kakataibo	Reflexive constructions in Kakataibo (Pano, Peru)
284	29_Rose_MojenoTrinitario.tex	Mojeño Trinitario	Reflexive constructions and middle marking in Mojeño Trinitario
284	30_Janic_landscape.tex		The landscape of reflexive constructions: Form and function
284	AppendixQuestionnaire.tex		Appendix: Questionnaire on reflexive constructions in the world's languages
286	01.tex		Le terme  accidentia  chez les grammairiens romains
286	02.tex		From localism to neolocalism
286	03.tex		Spatialization of time as a scientification strategy: Beauzée, Guillaume and the conceptual school of cognitive linguistics
286	04.tex		Grammar and graphical semiotics in early syntactic diagrams: Clark (1847) and Reed-Kellogg (1876)
