id,title,language_name,language_glottocode,example_languages
5362,Freedom in the Dutch middle-field: Deriving discourse structure at the syntax-pragmatics interface,,,
5363,Apparent wh-in-situ in Bellunese: Microparametric variation in the locus of subject clitic inversion,,,
5364,Zero and triviality,,,
5365,"Null and overt subject pronouns in topic continuity and topic shift: An investigation of the narrative productions of Italian Natives, Greek Natives and near-native second language speakers of Italian with Greek as a first language",,,
5366,Headedness and modification in Functional Discourse Grammar,,,
5367,Vulnerability and stability of Differential Object Marking in Romanian heritage speakers,,,
5368,Voice Reversals and Syntactic Structure: Evidence from Hittite,,,hitt1242
5369,The initiation and incrementation of sound change: Community-oriented momentum-sensitive learning,,,
5370,Singular they in context,,,
5371,Spanish prepositions and silent PLACE,,,
5372,Predicate formation and verb-stranding ellipsis in Uzbek,,,nort2690
5373,Morphological marking of contrast in Tima,,,tima1241
5374,Syntactic analyses of discourse particles through the microvariation of Basque ote,,,
5375,Deconstructing Voice. The syntax and semantics of u-syncretism in Spanish,,,
5376,Agentivity and non-culminating causation in the psych domain: Cross-linguistic evidence from Spanish and Korean,,,
5377,Gender and interpretation in Greek: Comments on Merchant (2014),,,
5378,Dialect variation in Scottish Gaelic nominal morphology: A quantitative study,,,
5379,The morpho-syntax of phrasal proper names in German,,,stan1295
5380,Vocatives as parenthetical adjuncts: Evidence from Arabic,,,
5381,Overt speakers in syntax,,,
5382,Similar but different: investigating temporal constructions in sign language,,,
5383,"The greater the contrast, the greater the potential: On the effects of focus in syntax",,,
5384,Adverbial reinforcement of demonstratives in dialectal German,,,
5385,Approximation derived from a scalar exclusive particle associating with covert focus: The case of Hebrew be-sax ha-kol,,,
5386,The representation and processing of distributivity and collectivity: ambiguity vs. underspecification,,,
5387,Null arguments and the inverse problem,,,
5388,Cyclic scope and processing difficulty in a Minimalist parser,,,
5389,Word-initial rhotic avoidance: a typological survey,,,
5390,Chain Reduction via Substitution: Evidence from Mayan,,,
5391,The semantics of prenominal possessives in Russian,,,
5392,On the interpretation of tense in temporal adverbial clauses,,,
5393,Remarks on Rule H,,,
5394,Toward an individual-difference perspective on phonologization,,,
5395,Verb-second in spoken and written Estonian,,,
5396,Experimental evidence for the interpretation of definite plural articles as markers of genericity – How Italian can help,,,
5397,Typometrics: From Implicational to Quantitative Universals in Word Order Typology,,,
5398,Context-dependent phonetic enhancement of a phonation contrast in San Pablo Macuiltianguis Zapotec,,,
5399,False resultatives: The interaction of agreement and creation in Northern Galilee Levantine Arabic,,,
5400,Gender attraction in sentence comprehension,,,
5401,Acoustic evidence for affix classes: A case study of Brazilian Portuguese,,,
5402,Vowel prothesis before /r/ revisited: acoustics and typology,,,
5403,Transitive Unergatives in Pazar Laz,,,atin1240
5404,"Question-sensitive discourse particles at the interfaces of syntax, semantics and pragmatics – an experimental approach",,,
5405,The strength of morphophonological schemas: Consonant mutations in Polish,,,
5406,The phonology of vowel VISC-osity – acoustic evidence and representational implications,,,
5407,The lexical and formal semantics of distributivity,,,
5408,How children attend to events before speaking: crosslinguistic evidence from the motion domain,,,
5409,The expression of contrast in Catalan Sign Language (LSC),,,
5410,De-constructing small clauses: The case of Mandarin Chinese,,,mand1415
5411,"Me, mi, my: Innovation and variability in heritage speakers’ knowledge of inalienable possession",,,
5412,Adjectival polarity and the processing of scalar inferences,,,
5413,Demonstratives as bundlers of conceptual structure,,,
5414,The subject advantage in relative clauses: A review,,,
5415,Triggering Presuppositions,,,
5416,The German additive particle noch: Testing the role of topic situations,,,
5417,When missing NPs make double center-embedding sentences acceptable,,,
5418,On the locus and licensing of edge features,,,
5419,Constituent order in Serbian Sign Language declarative clauses,,,
5420,Morphophonological gradience in Korean n-insertion,,,
5421,"Prosodic salience in Anal Naga: where non-arbitrariness, phaticity and engagement meet",,,
5422,Postsyntactic Lowering and linear relations in Dagur noun phrases,,,daur1238
5423,Input and output locality and representation,,,
5424,Bilingual Children’s Use of the ‘Maximize Presupposition’ Principle,,,
5425,Micro-variation in subject realization and interpretation: an introduction,,,
5426,"NPs in German: Locality, theta roles, possessives, and genitive arguments",,,stan1295
5427,The polarity asymmetry of negative strengthening: dissociating adjectival polarity from face-threatening potential,,,
5428,Children’s subjects in Clitic Left Dislocations in Italian,,,
5429,Deriving preverbal position in a verb-final language: the case of Hittite,,,
5430,Failures of Gricean reasoning and the role of stereotypes in the production of gender marking in French,,,
5431,A cross-linguistic view on the obligatory insertion of additive particles — Maximize Presupposition vs. Obligatory Implicatures,,,
5432,"From meteorology to linguistics: what precipitation constructions in English, French and Spanish tell us about arguments, argumenthood, and the architecture of the grammar",,,
5433,Agent entailments and the division of labor between functional structure and roots,,,
5434,Nasal allophony and nasalization in Xochistlahuaca Amuzgo,,,guer1243
5435,Word order in French: the role of animacy,,,
5436,Updating the typology of definiteness: Evidence from bare nouns in Shan,,,
5437,"Obviation in Hungarian: what is its scope, and is it due to competition?",,,
5438,Faded copies: Reduplication as distribution of activity,,,
5439,Revisiting subjunctive obviation in French: a formal acceptability judgment study,,,
5440,What conditions tone paradigms in Yukuna: Phonological and machine learning approaches,,,
5441,Towards a non-arbitrary account of affricates and affrication,,,
5442,Phrasal Spellout and Partial Overwrite: On an alternative to backtracking,,,
5443,"Representing the moraic nasal in Japanese: evidence from Tōkyō, Ōsaka and Kagoshima",,,
5444,Span–conditioned allomorphy and late linearization: Evidence from the Classical Greek perfect,,,
5445,A direct analysis of Lithuanian phrasal comparatives,,,
5446,"Corpus, experimental and modeling investigations of cross-linguistic differences in pronoun resolution preferences",,,
5447,"Individuals, communities, and sound change: an introduction",,,
5448,Developing the feature inventory of the inherent cases,,,
5449,Mechanisms of productivity in word formation: Transitivity alternations in Japanese,,,
5450,Morphosyntax of specific and non-specific indefinite markers,,,
5451,On the interpretation of expressive adjectives: pragmatics or syntax?,,,
5452,Asymmetries in relative clause comprehension in three European sign languages,,,
5453,On the position of subjects in Spanish: Evidence from code-switching,,,
5454,Gradience in prosodic representation: vowel reduction and neoclassical elements in Brazilian Portuguese,,,
5455,Inductive general grammar,,,
5456,Partially ordered case hierarchies,,,
5457,"On finite embedded clauses in Tuparí: their synchrony, diachrony, and typology",,,tupa1250
5458,Do thus: an investigation into anaphoric event reference,,,
5459,Size sound symbolism in the English lexicon,,,
5460,Sentence-internal different and lexical reciprocity,,,
5461,"Big accents in Stockholm Swedish: Nuclear accents, prenuclear accents, and initiality accents",,,
5462,Deconstructing North Sámi sensive verbs,,,
5463,On not-at-issueness in pictures,,,
5464,Metacommunicative-why fragments as probes into the grammar of the speech act layer,,,
5465,Pronominal right-dislocation in Norwegian,,,
5466,Clitics are not enough: on agreement and null subjects in Brazilian Venetan,,,
5467,Revisiting the clause periphery in Polynesian languages,,,
5468,Overabundance and inflectional classification: Quantitative evidence from Czech,,,
5469,Spanish is not different: On the universality of minimal structure and locality principles,,,
5470,Varying Abstractions: a conceptual vs. distributional view on prepositional polysemy,,,
5694,"On the synchrony, variation and diachrony of adverbial exceptive clauses in Polish",,,
5695,Khoekhoegowab tone sandhi: New experimental evidence,,,nama1264
5696,Structural and phonological cues for gender assignment in monolingual and bilingual children acquiring German. Experiments with real and nonce words,,,
5697,Semantic-role prominence is contingent on referent prominence in discourse: Experimental evidence from impersonals and passives in Polish,,,
5698,nà-Cleft (non-)exhaustivity: Variability in Akan,,,
5700,The interpretative options of anaphoric complex demonstratives,,,
5703,"The evolution of possessive phrases and the rise of DP in French, Spanish, and Portuguese",,,
5704,Verb-second and the verb-stranding ellipsis debate,,,
5706,Focus and Intensification in the Semantics of Brow Raise,,,
5707,On quantified DPs in Baule-Kode,,,
5708,Definiteness without determiners in German,,,
5710,Donkey pronouns in child Mandarin: Insights into the existential/universal dichotomy,,,
5711,(a-)Topics and animacy,,,
5712,Domains and directionality in Kinande vowel harmony: a Correspondence approach,,,
5713,Cumulative markedness effects and (non-)linearity in phonotactics,,,
5714,The periphery of vP in the theory of wh-in situ,,,
5716,Stages rather than ages in the acquisition of movement structures: Data from sentence repetition and 27696 spontaneous clauses,,,
5718,Labiovelars and the labial-velar hypothesis: Phonological Headedness in Bare Element Geometry,,,
5720,Grammatical encoding of agency in Asturian middle constructions,,,
5721,The acquisition of adverbs in child L3 French in Canada,,,
5724,When pragmatics matters more for truth-value judgments: An investigation of quantifier scope ambiguity,,,
5726,Mood variation with belief predicates: Modal comparison and the raisability of questions,,,
5727,"Syllable weight, vowel length and focus in Lebanese Arabic",,,
5728,Thematic role assignment in non-default verb classes: A cross-linguistic comparison of English and German,,,
5729,Differential Object Marking in Modern Hebrew: Definiteness and Partitivity,,,
5730,Agreeing to bind: the case of Russian,,,
5732,On Agree without agreement as a source of reflexive voice constructions,,,
5733,Focus projection need not be based on pitch accents: evidence from Georgian,,,
5735,Memory for affixes in a long-lag priming paradigm,,,
5737,An experimental reassessment of complex NP islands with NP-scrambling in Japanese,,,
5742,Intervention effects in clefts: a study in quantitative computational syntax,,,
5743,Internally-headed and doubly-headed relatives in Japanese – How are they related to each other?,,,
5744,Mechanisms of sub-phonemic change in prescriptive bilingualism: The case of Mexican Plautdietsch,,,
5747,A prosodic theory of possible ellipsis remnants,,,
5748,Adding the microdimension to the study of language change in contact. Three case studies,,,
5756,On the prosody of French ambiguous multiple negative sentences,,,
5760,On feature-based vocabulary selection mechanisms in late insertion: third person number agreement in the French future tense,,,
5761,Failed gender agreement in L1 English L2 Spanish: Syntactic or lexical problem?,,,
5762,Immobile wh-phrases in Tagalog,,,taga1270
5763,Hebrew nominals do not require functional structure above the NP,,,
5764,An alternatives account of ‘most’ and ‘more than half’,,,
5765,On the nature of adjectives: evidence from Dinka,,,dink1262
5767,Proportionality and conservativity: the view from Turkish,,,nucl1301
5770,Early exposure and input type in the production of Spanish accusative clitics by Chinese-Spanish bilinguals,,,
5771,A multivariate approach to English clippings,,,
5773,The structure of plural last names in Spanish and other languages,,,
5774,Learning Island-insensitivity from the input: A corpus analysis of child- and youth-directed text in Norwegian,,,
5775,Comparing MaxEnt and Noisy Harmonic Grammar,,,
5776,On non-conservativity of Korean floating quantifiers,,,
5778,Initial person reference in Providence Island Sign Language,,,
5780,Long-distance phonological processes as tier-based strictly local functions,,,
5781,Unpacking the blocking effect: syntactic prominence and perspective-taking in antecedent retrieval in Mandarin Chinese,,,
5782,How focus particles and accents affect attachment,,,
5787,Relative measurement and scope in Mandarin,,,
5791,Part-introducing percent in English,,,
5793,Quoi-sluices in French,,,stan1290
5795,On the learnability of level-based and unit-based tonal OCP generalizations: An artificial grammar learning study,,,
5800,Bilinguals have a single computational system but two compartmentalized phonological grammars: Evidence from code-switching,,,
5804,Revisiting the configurationality issue in Old Icelandic,,,
5809,Lowest theme vowels or highest roots? An ‘unaccusative’ theme-vowel class in Slovenian,,,
5811,Same: Structural sources of anaphora and relativization,,,
5812,(In)felicitous use of subjects in Greek and Spanish in monolingual and contact settings,,,
5814,Not all diatheses are created equal: Evidence from semantic drifts,,,
5820,A phonological solution to allomorphy in Georgian nominal inflection,,,nucl1302
5821,The distribution of SE-reflexives in Dutch,,,dutc1256
5822,Two representations of case: Evidence from numerals and relatives,,,
5829,Lexical overlap in young sign languages from Guatemala,,,
5830,Past participle agreement in French and Italian: A two-Agree analysis,,,
5836,Timelines and Temporal Pointing in Chinese Sign Language,,,
5852,Deverbal and deadjectival nominalization in Dan: Not as different as one might think. A reply to Baker & Gondo (),,,dann1241
5870,Frozen by context: Pragmatic factors of syntactic freezing,,,
5871,The influence of informativeness on the prosody of sentence topics,,,
5872,Asymmetry and contrast: Coordination in Sign Language of the Netherlands,,,
5873,Perspectival factors and pro-drop: A corpus study of speaker/addressee pronouns with creer ‘think/believe’ and saber ‘know’ in spoken Spanish,,,stan1288
5874,Defining Definiteness in Turoyo,,,turo1239
5875,Pseudo Incorporation and Anaphoricity: Evidence from Persian,,,
5876,Locality in the acquisition of object A’-dependencies: insights from French,,,
5877,Growing trees: The acquisition of the left periphery,,,hebr1245
5878,A syntactic approach to gender assignment in Spanish–English bilingual speech,,,
5879,"Impossible Presuppositions. On factivity, focus, and triviality",,,stan1288
5880,Formal variation in the Kata Kolok lexicon,,,
5881,Resolving ambiguous polarity stripping ellipsis structures in Persian,,,
5882,Not only size matters: limits to the Law of Three Consonants in French phonology,,,
5883,Degree achievements and maximalization: a cross-linguistic perspective,,,
5884,The Credit Problem in parametric stress: A probabilistic approach,,,
5885,"Case-sensitive plural suppletion in Barguzin Buryat: On case containment, suppletion typology, and competition in morphology",,,russ1264
5886,Towards a complete Logical Phonology model of intrasegmental changes,,,
5887,The syntax and semantics of Japanese internally- and doubly-headed relatives,,,nucl1643
6144,Non-binary language in Spanish? Comprehension of non-binary morphological forms: a psycholinguistic study,,,
6151,Language emergence can take multiple paths: Using motion capture to track axis use in Nicaraguan Sign Language,,,
6371,Differential place marking beyond place names: Evidence from two Amazonian languages,,,"daww1239:1-22, ticu1245: 23-43"
6478,French missing object constructions,,,stan1290
7955,Revisiting “verbal agreement”: The case of Israeli Hebrew,,,hebr1245
8026,Affrication as the cause of /s/-retraction: Evidence from Manchester English,,,
8326,"DP, NP, or neither? Contours of an unresolved debate",,,
